0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23.61172169,22.89695146,14.50328421,18.40682375,12.26167941,35.79657157
12.8731767,39.71964414,16.82148901,13.50431277,30.33579894,12.18940655
25.67945125,10.10219155,2.525547284,0,0,0
2.838761336,16.18584286,12.3901049,16.70926194,9.020201485,31.94010884
-2.620618508,-0.53432754,-0.619366976,-7.459003721,6.182700448,0.823544641
-1.692166858,-8.996457128,-1.377519969,2.853327756,-1.208121398,-1.246845889
6.295493909,9.39632025,12.97678711,12.775555,11.94425454,12.52547697
-0.37273559,23.29902421,4.410394666,-2.092327464,1.887687214,4.148827863
-0.276707374,12.91693202,-0.733864211,-10,-0.874653153,-7.970670605
44.4324023,19.52342165,18.28884758,25.62977317,26.66821417,16.09099377
17.45492119,28.26539679,24.93908813,29.78838708,20.17884458,61.50568096
-10,5.932542972,4.844157619,-8.1,1.494314408,30.63014972
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6.14125227,7.413648156,7.75186695,25.21017625,7.269639145,7.177011397
9.777268645,2.755035384,17.68112493,13.5602015,19.65899794,39.93901061
12.83519129,-0.35112697,2.398441208,18.35433254,8.683780654,16.25472404
8.491948817,3.36899832,4.239712213,3.883130045,2.649706323,2.264257045
1.501162587,1.692002609,6.344145971,1.355824061,9.624228684,2.617535743
1.688300789,6.360435467,-0.108557651,0.686948366,2.01560763,0
8.050312571,1.082562673,2.311551834,3.906562546,6.058850802,3.224402455
4.519891439,0.740825933,12.64760973,2.325211348,3.808130032,4.839967091
-4.9313816,1.42106763,0.596213899,0.973578849,11.50189673,-0.293739613
6.262573249,0,5.543690148,37.07534078,7.48684104,3.717751088
6.226482892,3.022396182,22.00552502,15.06425522,28.02144656,35.17309561
35.20309056,4.81610986,12.96653033,1.292719954,19.24343499,14.18230759
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.966704441,5.104040011,1.71715412,-0.628124252,-3.51722891,-2.01707239
26.27103411,4.307733227,11.02190012,3.770622155,3.302449781,9.960299072
12.73607163,4.956547543,10.41351721,8.52554672,33.46706372,4.828954715
0,3.479187861,2.540915916,5.167794297,7.854955004,1.268831738
0,0.643027181,1.973537914,-0.076081172,7.693118094,0
0.812890843,1.605736649,0,2.079151263,2.472611595,17.85359114
0.962675457,0.679438773,3.751207017,9.359484208,1.581157461,3.762736834
1.80143606,0.516335387,0.305090497,10.50253328,2.264478567,1.206558835
2.071951365,3.068106323,0.459096686,1.612228214,0,12.7627727
0.077818303,0.003439974,12.15827136,-1.056082465,0.280497561,0.628253393
23.93993799,2.430272349,8.494089298,18.00960621,-4.052567492,4.09286014
14.94596064,1.741490145,7.790664749,15.48890861,14.80591978,29.14732288
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.147666015,0,0,2.270312478,5.779536228,0
11.56947386,0,0.944095146,0,-10,1.01565262
7.575227025,0,0,0,0,1.301283736
0,1.300791605,0,6.152005666,0,0.109838172
0,6.361478847,0.138289153,0,0,0
-0.786321853,2.971646894,1.050258193,0,1.226113312,2.006827472
11.13995182,0,0,0,0,0
0.20029119,0,-0.59182011,0,0.354602822,11.85500298
0,0.074406635,0,3.35919589,6.246495143,2.674114132
0,7.752840637,0,0,-8.937690076,-10
-0.947660402,0,3.009578011,0,8.1819714,1.745086647
13.63910003,0,0,-8.684921743,0,-0.026363163
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
32.09591467,51.88531971,80.95424968,48.60830368,70.77503929,121.0082419
11.50812205,38.08061226,24.70778509,25.48771707,25.63843537,25.84840637
1.898708548,36.71398964,3.157886441,4.608079235,1.554047216,0
10.67670646,9.772758848,11.87004475,11.96911982,45.74062706,10.94754272
0,13.76701605,1.705454706,-7.434367595,2.081782118,1.992461598
-0.089999955,7.658750855,0.533447952,-1.131837969,-8.873849543,-1.890987695
4.944072571,13.29714293,12.81118274,15.96397256,35.66336037,10.05782963
-1.193806447,15.42229329,9.11968341,4.668395168,6.581878461,8.310824288
-0.81,8.785641338,0.235433791,-0.081,-0.899938964,-10
41.27080256,10.43345641,42.09322876,59.22118432,31.0809446,21.76209675
35.09973513,29.70246738,56.97474648,52.23011074,57.41642475,72.92724495
13.12870845,56.47722508,3.97758794,9.120176175,8.798120135,1.339985533
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23.48532018,8.228418495,17.48568924,26.0142609,50.07094171,10.26056755
14.32584633,-2.513071275,8.713882694,6.349926216,15.9055433,34.35152166
11.87602889,11.3951472,0.866637814,17.8825894,-10,10.62183283
11.22966449,3.532761684,4.188081712,5.101020638,6.723892837,5.3560281
3.269713763,2.558840495,5.886918158,1.672142159,4.203901725,-0.731059298
0.056918462,-10,8.853110774,0.10792761,-0.71923548,-0.406159706
5.538978076,1.912633597,9.62901178,3.55384501,2.600829456,0
1.054101937,0.721325936,7.607285904,-2.848735685,4.466078007,4.84690368
0,-7.935722452,0.296276287,10.71635784,-0.430945408,-1.181894183
11.0586114,-0.870465315,3.228141016,0.350648857,-0.999622613,1.408806516
30.20436387,2.087002009,19.45518526,25.00810774,38.56134681,32.31361343
16.70785866,5.089481496,4.072402138,9.567189035,26.33114359,42.4455112
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.933216407,1.517040032,7.992784379,10.23138137,1.094013514,-4.615954808
18.2879168,7.135651424,9.288913842,4.220958658,-1.603281102,20.98615608
7.272682916,-4.233841898,13.84864663,-5.654354908,32.77652406,-2.737028985
0,11.32749966,4.48353001,0,0.020270475,0
2.175682292,1.541609112,3.04193206,0,21.86090442,0.688573741
2.03975182,10.88121112,0.548321407,0.991976924,1.433452971,-4.098594719
11.14202336,0.712252371,0,0,2.10478279,0.932019089
1.592224499,1.525849568,10.45146028,2.854925314,-2.838032007,0.795871936
0.362175947,5.737649423,9.176599986,1.005811962,4.076783967,1.277128431
2.021088619,-5.692154917,6.919831619,-8.58638703,0.173998763,1.643961269
10.57508221,0.995890638,4.918881211,8.420408432,3.941601794,5.802290851
10.37329916,6.911163221,14.49846344,13.58084785,29.18062122,15.75606239
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1.228211685,-0.970945218,4.787544035
7.980581762,0,0,0,0,0
